japaneseChar	simpChineseChar	tradChineseChar	pinyin	kunyomi	onyomi	englishMeaning
跛	跛	跛	bǒ	ちんば,あしなえ,びっこ	ハ,ヒ	lame
剥	剥	剝	bō	はぐ,むく,はげる,はがれる,さく	ハク	peel
撥	拨	撥	bō	はねる,おさめる,かかげる,ばち	ハツ,バチ,バツ,ハチ,ボチ	move; dispel; distribute; plectrum, play stringed instrument
播	播	播	bō	まく	ハ,ハン,バン	sow, spread; broadcast; cast away, reject
波	波	波	bō	なみ	ハ,ヒ	waves, breakers; undulations
玻	玻	玻	bō		ハ	glass
鉢	钵	缽	bō	はち	ハチ,ハツ	earthenware basin; alms bowl (Sanskrit paatra)
柏	柏	柏	bǎi,bó	かしわ,このてがしわ	ハク,ヒャク	cypress, cedar
卜	卜	卜	bo,bǔ	うらなう,うらない,ぼくのと	ボク,ホク	fortune telling; prophesy
蕃	蕃	蕃	bō,fān	しげる,ふえる	バン,ハン,ヒ,ビ,ボン	foreign things
不	不	不	bù	せず,にあらず,いなや	フ,ブ,フツ,ヒ,フウ,ホツ,ホチ,ブチ	no, not; un-; negative prefix
布	布	布	bù	ぬの,しく	フ,ホ	cotton cloth, textiles, linen
怖	怖	怖	bù	こわい,おそれる,おじる	フ,ホ	terror, fear; frighten; terrified
歩	步	步	bù	あるく,あゆむ,あゆみ	ホ,ブ,フ	step
簿	簿	簿	bù	ちょうめん,しゃく	ボ,ハク,ホ	register, account book, notebook
蔀	蔀	蔀	bù	しとみ	ホウ,ブ,ホ	screen
部	部	部	bù	わける,すべる,つかさ,べ	ブ,ホ,ホウ	part, division, section
哺	哺	哺	bǔ	ふくむ,はぐくむ	ホ,ブ,フ	chew food; feed
捕	捕	捕	bǔ	とらえる,とる,つかまえる,とらわれる,つかまる	ホ,フ,ブ	arrest, catch, seize
補	补	補	bǔ	おぎなう	ホ,フ	mend, patch, fix, repair, restore
擦	擦	擦	cā	する,さする,すれる	サツ,セチ	wipe, scrub, rub, scour; brush
才	才	才	cái	わずかに,ざえ	サイ,ザイ	talent, ability; just, only
材	材	材	cái	まるた	ザイ,サイ	material, stuff; timber; talent
裁	裁	裁	cái	たつ,さばく	サイ,ザイ	cut out; decrease
財	财	財	cái	たから,わずか	ザイ,サイ	wealth, valuables, riches
菜	菜	菜	cài	な	サイ	vegetables; dish, order; food
蔡	蔡	蔡	cài	あくた,おとろえる,へらす	サイ,サツ,サチ	surname; species of tortoise
彩	彩	彩	cǎi	いろどる,いろどり,つや,あや	サイ	hue, color; variegated colors
採	采	採	cǎi	とる	サイ	gather, collect; pick, select
采	采	採	cǎi	とる,あや,うね,こと	サイ,ソウ,ス	collect, gather; pick, pluck
睬	睬	睬	cǎi		サイ	notice; pay attention to
	踩	踩	cǎi			step on
猜	猜	猜	cāi	ねたむ,うたがう,そねむ	サイ,セ	guess, conjecture, suppose; feel
慚	惭	慚	cán	はじる,はじ	ザン	ashamed, humiliated; shameful
残	残	殘	cán	のこる,そこなう,のこす	ザン,サン	injure, spoil; oppress; broken
蚕	蚕	蠶	cán	かいこ,みみず	サン,テン,ゾン	silkworms
燦	灿	燦	càn	あきらか	サン	vivid, illuminating; bright
惨	惨	慘	cǎn	みじめ,いたむ,むごい	サン,ザン,シン	sad, pitiful, wretched; cruel
参	参	參	cān	まいる,まじわる,みつ,あずかる,まじえる	サン,シン	take part in, intervene; ginseng; 21st lunar mansion, determinative star ζ Orionis (Alnitak)
飡	餐	餐	cān	のむ,くらう	サン,ソン	meal; eat
藏	藏	藏	cáng	くら,かくれる,おさめる	ゾウ,ソウ	hide, conceal; hoard, store up
倉	仓	倉	cāng	くら	ソウ,ショウ	granary; berth; sea
滄	沧	滄	cāng	さむい	ソウ,ショウ	blue, dark green; cold
艙	舱	艙	cāng		ソウ	hold of ship; cabin
蒼	苍	蒼	cāng	あお,あおい	ソウ	blue; green
嘈	嘈	嘈	cáo	かまびすしい	サウ,ソウ,セウ,ゼウ,ゾウ,ショウ,ジョウ	noisy
曹	曹	曹	cáo	つかさ,ともがら,へや	ソウ,ゾウ	ministry officials; surname
槽	槽	槽	cáo	かいばおけ,おけ,かいおけ,ふね	ソウ,ゾウ	trough; manger; vat, tank; groove; a distillery
漕	漕	漕	cáo	こぐ,はこぶ	ソウ,ゾウ,シュ	transport by water; canal transportation
草	草	草	cǎo	くさ	ソウ	grass, straw, thatch, herbs
操	操	操	cāo	あやつる,とる,みさお	ソウ	conduct, run, control, manage
糙	糙	糙	cāo	くろごめ,あらい	ソウ,ゾウ	coarse, harsh, rough, unpolished rice
側	侧	側	cè	かわ,かたわら,そばめる,そば,そばだてる	ソク,ショク,シキ	side; incline, slant, lean
冊	册	冊	cè	ふみ	サツ,サク,サン,ソウ,シャク	book, volume
厠	厕	廁	cè	かわや	シ	mingle with; toilet, lavatory
測	测	測	cè	はかる	ソク,ショク,シキ	measure, estimate, conjecture
策	策	策	cè	むち,つえ,かずとり,はかりごと,ふだ,むちうつ	サク,シャク	scheme, plan; to whip; urge
層	层	層	céng	かさなる,かさ	ソウ	story, layer, floor, stratum
曾	曾	曾	céng	かって,すなわち,かつて,なんぞ	ソ,ソウ,ゾウ,ゾ	already; sign of past
噌	噌	噌	cēng	かまびすし	ソウ,ソ,ショウ,ジョウ	scold, shout at
察	察	察	chá	しる,みる,あきらか,さっする	サツ,セチ	examine, investigate; notice
	查	查	chá			investigate, examine, seek into
茶	茶	茶	chá	ちゃ	チャ,サ,タ	tea
岔	岔	岔	chà	まちがう,くいちがう	サ,タ,フン	diverge, branch off; fork in road
詫	诧	詫	chà	かこつ,わびる,わび	タ,カ,ケ,ト,ツ	to brag; exaggerated; to wonder at
叉	叉	叉	chā	また	シャ,サイ,サ	crotch; fork, prong
挿	插	插	chā	さす,さしはさむ	ソウ,ショウ	insert, stick into; plant
差	差	差	chà,chā	さす,たがう,たがい,たかう,つかわす,やや	シ,サ,サイ,セ,タ,シャ	to differ; different, wrong; nearly, almost; an officer
柴	柴	柴	chái	しば	サイ,シ,ゼ,ジャ,サ	firewood, faggots, fuel
拆	拆	拆	chāi	ひらく,さく	タク,セキ,チヤク,シャク	to break up, split apart, rip open; to destroy
禅	禅	禪	chán	ゆずる,しずか	ゼン,セン	meditation, contemplation
纏	缠	纏	chán	まとう,まとい,まつわる	テン,デン	wrap, wind around; tie, bind
蝉	蝉	蟬	chán	せみ	セン,ゼン,テイ,ダイ	cicada; continuous
蟬	蝉	蟬	chán	せみ,つづく	セン,ゼン,ダイ,テイ	cicada; continuous
饞	馋	饞	chán	むさぼる	サン,ゼン,ザン	gluttonous, greedy; lewd, lecherous
顫	颤	顫	chàn	ふるえる	セン	shiver, tremble; trembling
産	产	產	chǎn	うまれる,うぶ,うむ	サン	give birth
闡	阐	闡	chǎn	ひらく	セン	explain, clarify, elucidate
攙	搀	攙	chān	さす	セン,ゼン,シン,サン,ザン	to give a helping hand; to support, hold up
償	偿	償	cháng	つぐなう,つぐない	ショウ,ジョウ	repay, recompense; restitution
嘗	尝	嘗	cháng	なめる,こころみる,かって,かつて	ショウ,ジョウ	taste; experience, experiment
常	常	常	cháng	つね,とこ,つねに,とこしえ,とき	ジョウ,ショウ	common, normal, frequent, regular
腸	肠	腸	cháng	はらわた	チョウ	intestines; emotions; sausage
倡	倡	倡	chàng	わざおぎ,となえる	ショウ	guide, leader; lead, introduce
唱	唱	唱	chàng	となえる,うたう,うた	ショウ	sing, chant, call; ditty, song
暢	畅	暢	chàng	のびる,のぶ,のべる	チョウ	smoothly, freely, unrestrained
廠	厂	廠	chǎng	うまや	ショウ	factory, plant, workshop, mill
場	场	場	chǎng	ば	ジョウ,チョウ,ショウ	open space, field, market
敞	敞	敞	chǎng	たかい,ほがらか	ショウ,チョウ,ジョウ,トウ,ヘイ	roomy, spacious, open, broad
娼	娼	娼	chāng	あそびめ	ショウ	prostitute, harlot
昌	昌	昌	chāng	さかん	ショウ	light of sun; good, proper
菖	菖	菖	chāng	しょうぶ	ショウ	iris, sweet flag, calamus
嘲	嘲	嘲	cháo	あざける	トウ,チョウ	ridicule, deride, scorn, jeer at
巣	巢	巢	cháo	す,すくう	ソウ	nest, living quarter in tree
朝	朝	朝	cháo	あさ,あした,あつまる	チョウ,チュ	dynasty; morning
潮	潮	潮	cháo	しお,うしお	チョウ	tide; moist, wet, damp; flow
吵	吵	吵	chǎo	さえずる,こえ	ビョウ,ミョウ,ソウ,ショウ	argue, dispute; disturb, annoy
炒	炒	炒	chǎo	いる,いためる	ソウ,ショウ	fry, saute, roast, boil, cook
抄	抄	抄	chāo	とる,かすめとる,うつす,かすめる,すく	ショウ,ソウ,サ	copy, confiscate, seize
超	超	超	chāo	こえる,こす	チョウ	jump over, leap over; surpass
鈔	钞	鈔	chāo	はさみとる,かすめる,うつす	ショウ,ビョウ,ソウ	paper money, bank notes; copy
徹	彻	徹	chè	とおる,とおす	テツ,デチ	penetrate, pervade; penetrating
徹	澈	澈	chè	とおる,とおす	テツ,デチ	penetrate, pervade; penetrating
撤	撤	撤	chè	すてる,ひらく	テツ,デチ,テチ	omit; remove; withdraw
扯	扯	扯	chě	ひく,さく	タ,シャ	rip up, tear down; raise; haul
車	车	車	chē	くるま	シャ,キョ,コ	cart, vehicle; carry in a cart; Kangxi radical 159
塵	尘	塵	chén	ちり	ジン,チン,テン,デン	dust, dirt, ashes, cinders
晨	晨	晨	chén	あした,とき	シン,ジン	early morning, daybreak
沉	沉	沉	chén	しずうむ,しずうめる,しずむ	チン	sink, submerge; addicted to
臣	臣	臣	chén	おみ,けらい	シン,ジン	minister, statesman, official; Kangxi radical 131
辰	辰	辰	chén	たつ,とき	シン,ジン	early morning; fifth earthly branch; Kangxi radical 161
陳	陈	陳	chén	つらねる,のべる,ふるい	チン,ジン	exhibit, display; plead; surname
儭	衬	襯	chèn	いたる,ちかい,おそれる,うら,しく	シン	to assist; to give alms
趁	趁	趁	chèn	おう	チン,デン,ネン,シン	take advantage of, avail oneself
瞋	瞋	瞋	chēn	いからす,いかる	シン,シ,チン,テン,デン	glare with anger
沈	沈	沈	shěn,chén	しずむ,しずめる	チン,ジン,シン,タン,ドン	sink, submerge; addicted to; surname
丞	丞	丞	chéng	すくう,たすける,じょう	ショウ,ジョウ	assist, aid, rescue
乗	乘	乘	chéng	のる,のせる	ジョウ,ショウ	ride, ascend; avail oneself of; numerary adjunct for vehicles
呈	呈	呈	chéng	しめす	テイ,キョウ,コウ	submit, show; appear; petition
城	城	城	chéng	しろ,きずく,き	ジョウ,セイ	castle; city, town; municipality
懲	惩	懲	chéng	こらす,こりる,こらしめる	チョウ	punish, reprimand; warn
成	成	成	chéng	なる,たいらげる,なす	セイ,ジョウ	completed, finished, fixed
承	承	承	chéng	うけたまわる,うける	ショウ,ソウ,ジョウ,セイ,チョウ,ゾウ	inherit, receive; succeed
晟	晟	晟	chéng	あきらか,さかん,めしびつ	セイ,ジョウ	clear, bright; splendor, brightness
橙	橙	橙	chéng	だいだい	トウ	orange
澄	澄	澄	chéng	すむ,すます,すみ	チョウ,ジョウ,ドウ,トウ	purify water by allowing sediment to settle; clear, pure
程	程	程	chéng	ほど,はかる,のり	テイ	journey, trip; schedule, agenda
誠	诚	誠	chéng	まこと,まことに	セイ,ジョウ	sincere, honest; true, real
秤	秤	秤	chèng	はかり	ショウ,ビン,テイ,チョウ	balance, scale, steelyard
逞	逞	逞	chěng	たくましい,とおる,はやい	テイ	indulge oneself; brag, show off
撐	撑	撐	chēng	ささえる,あく,ひかえばし,ひかえばしら	チョウ,トウ	prop up, support; brace; to push off (with a pole)
称	称	稱	chēng	はかる,となえる,あげる,かなう,たたえる,はかり	ショウ	call; name, brand; address; say
弛	弛	弛	chí	ゆるむ	シ,チ,イ	loosen, relax, unstring a bow
持	持	持	chí	もつ,もち	ジ,チ	sustain, support; hold, grasp
池	池	池	chí	いけ	チ,タ,ダ,テツ,デチ	pool, pond; moat; cistern
遅	迟	遲	chí	おそい,おくれる,まつ,おくらす	チ	late, tardy; slow; delay
馳	驰	馳	chí	はせる	チ,ジ,タ,ダ	go quickly or swiftly; hurry
勅	敕	敕	chì	いましめる,みことのり	チョク,チキ	imperial decree; Daoist magic
叱	叱	叱	chì	しかる	シツ,シチ,カ,ケ	scold, shout at, bawl out
斥	斥	斥	chì	しりぞける,さす,しりぞく	セキ,シャク,タク,チャク,シャ	to scold, upbraid, accuse, reproach
翅	翅	翅	chì	つばさ,ただ	シ,ギ,キ	wings; fin
赤	赤	赤	chì	あか,あかい,あからむ,あからめる	セキ,シャク	red; bare; Kangxi radical 155
侈	侈	侈	chǐ	おごる	シ,イ,シャ,セ	luxurious, extravagant
尺	尺	尺	chǐ	ものさし	シャク,セキ	Chinese measure approx. 'foot'
恥	耻	恥	chǐ	はじる,はじ,はずかしい,はじらう	チ	shame, humiliation; ashamed
歯	齿	齒	chǐ	は,よわい,よわいする	シ,ショウ	teeth; gears, cogs; age; a form of Kangxi radical 211
喫	吃	吃	chī	くう,のむ	キツ,ケキ,カイ	eat; drink; suffer, endure, bear
痴	痴	痴	chī	おろか,しれる	チ	foolish, stupid, dumb, silly
笞	笞	笞	chī	むち,むちうつ	チ	bamboo rod used for beatings
崇	崇	崇	chóng	たかい,あがめる,たっとぶ,たっとい	スウ,シュウ,ソウ,ズ,シュ	esteem, honor, revere, venerate
虫	虫	蟲	chóng	むし	チュウ,キ,ジュ	insects, worms; Kangxi radical 142
銃	铳	銃	chòng	つつ	ジュウ,シュウ,シュ,シュク	ancient weapon, blunderbuss
寵	宠	寵	chǒng	めぐみ,めぐむ	チョウ,チュ,ロウ,ル	favorite, concubine; favor
充	充	充	chōng	あてる,みちる,みたす	ジュウ,シュウ	fill, be full, supply
沖	冲	衝	chōng	おき,わく	チュウ,ジュ,ズ,トウ	pour, infuse, steep; wash away
衝	冲	衝	chōng	つく	ショウ,シュ	rush against, charge ahead
憧	憧	憧	chōng	あこがれる	ドウ,ショウ,トウ,シュ,ズウ,ズ,ジョウ	irresolute, indecisive; yearn for
仇	仇	仇	chóu	あだ,かたき,あだする	キュウ,グ,ク	enemy, hate, hatred, enmity
愁	愁	愁	chóu	うれい,うれえる	シュウ,ソウ,ゾウ,シュ,ジュ	anxiety; to worry about, be anxious
畴	畴	疇	chóu	うね,たぐい,はたけ	チュウ	farmland, arable land; category
稠	稠	稠	chóu	しげる,おおい	チュウ,チョウ,ジュ,ジョウ	dense, crowded, packed; soupy
筹	筹	籌	chóu	はかりごと,かずとり	チョウ,チュウ,ジュ,トウ,ドウ	chip, tally, token; raise money
紬	绸	綢	chóu	つむぐ,つむぎ	チュウ,ジュ,シュウ	kind of thin silk
酬	酬	酬	chóu	むくいる,むくい	シュウ,ジュ,チュウ	toast; reward, recompense
臭	臭	臭	chòu	くさい,におい,かぐ	シュウ,キュウ	smell, stink, emit foul odor
醜	丑	醜	chǒu	みにくい,にくむ,たぐい,しこ	シュウ,シュ	ugly looking, homely; disgraceful
丑	丑	醜	chǒu	うし	チュウ,チュ	clown, comedian; second earthly branch
	瞅	瞅	chǒu			to see; to look at; to gaze
抽	抽	抽	chōu	ぬく,ひく	チュウ,チュ,ジュ	draw out, pull out; sprout
厨	厨	廚	chú	くりや	ズ,チュウ,チュ	kitchen; closet; cupboard
鋤	锄	鋤	chú	くわ,すく,すき	ジョ,ソ,ゾ,ショ	hoe; eradicate
除	除	除	chú	のぞく,はらう	ジョ,ジ,チョ,ヨ,ショ	eliminate, remove, except
雛	雏	雛	chú	ひな	スウ,シュ,ス,ジュ	chick, fledging; infant, toddler
處	处	處	chù	ところ,おる	ショ,キョ,コ	place, locale; department
畜	畜	畜	chù	たくわえる,やしなう,かう	チク,キク,キュウ,ク,チュウ,チュ	livestock, domestic animals
触	触	觸	chù	ふれる,さわる,ふれ	ショク,ソク,コウ,グ,シュ	butt, ram, gore; touch
儲	储	儲	chǔ	そえ,たくわえる,もうける,たくわえ	チョ,ジョ	to save money, store, reserve; an heir
杵	杵	杵	chǔ	きね,つち	ショ	pestle; baton used beat clothes
楚	楚	楚	chǔ	いばら,しもと,すわえ	ソ,ショ	name of feudal state; clear
楮	楮	楮	chǔ	こうぞ	チョ,ト,ショ	mulberry; paper
礎	础	礎	chǔ	いしずえ	ソ,ショ	foundation stone, plinth
出	出	出	chū	でる,だす	シュツ,スイ,シュチ	go out, send out; stand; produce
齣	出	出	chū	くぎり,こま	シュツ,セツ,セキ,キョ,チ,シ	act; stanza; time, occasion
初	初	初	chū	はじめ,はつ,うい,はじめて,そめる,うぶ	ショ,ソ	beginning, initial, primary
傳	传	傳	chuán	つたえる,つたう,つたわる	デン,テン	summon; propagate, transmit
船	船	船	chuán	ふね,ふな	セン,エン,ゼン	ship, boat, vessel
串	串	串	chuàn	くし,つらぬく	セン,カン,ガン	string; relatives; conspire
釧	钏	釧	chuàn	うでわ,くしろ	セン	bracelet, armlet
喘	喘	喘	chuǎn	あえぐ,せき	ゼン,セン	pant, gasp, breathe heavily
舛	舛	舛	chuǎn	そむく,ます	セン,シュン	oppose, deviate, be contrary to; Kangxi radical 136
川	川	川	chuān	かわ	セン	stream, river; flow; boil
穿	穿	穿	chuān	うがつ	セン,エン,オン	penetrate, pierce, drill; wear
幢	幢	幢	chuáng	はた,はたぼこ	トウ,ドウ,ジョウ,ズ	carriage curtain; sun screen
床	床	牀	chuáng	ゆか,とこ,ゆかしい	ショウ,ソウ	bed, couch; framework, chassis
創	创	創	chuàng	きず,はじめる,はじめ	ソウ,ショウ	establish, create; knife cut
闖	闯	闖	chuǎng	うかがう	チン	rush in, burst in, charge in
瘡	疮	瘡	chuāng	かさ	ソウ,ショウ	tumor, boil, sore, wound
窓	窗	窗	chuāng	まど	ソウ	window
垂	垂	垂	chuí	たれる,たらす,なんなんとす,なんなんとする	スイ,ズイ,ツイ	let down; suspend, hand; down
槌	槌	槌	chuí	つち	ツイ,ズイ,テ,タイ	hammer, mallet; strike, beat
錘	锤	錘	chuí	つむ,おもり	ツイ,スイ,ズイ	balance weight on scale; hammer
吹	吹	吹	chuī	ふく	スイ	blow; puff; brag, boast
炊	炊	炊	chuī	たく,かしぐ	スイ	cook; meal
唇	唇	唇	chún	くちびる	シン,シュン	lips
淳	淳	淳	chún	あつい,すなお	シュン,ジュン	honest, simple, unsophisticated; cyanogen; ethane dinitrile
純	纯	純	chún	きいと,もっぱら	シュン,ジュン,トン,キン,ドン,セン,ゼン,シ	pure, clean, simple
醇	醇	醇	chún	もっぱら	シュン,ジュン	rich, good as wine; pure, unmixed
鶉	鹑	鶉	chún	うずら	シュン,ジュン,トン,タン,ダン	quail; Turnix species (various)
蠢	蠢	蠢	chǔn	うごめく	シュン	wriggle; stupid; silly; fat
春	春	春	chūn	はる	シュン	spring; wanton
椿	椿	椿	chūn	つばき	チン,チュン	father; a plant with white flowers
